,dim,dim_var,J,Q,K,uplift_ratio,true_estimate,true_stderr,DIM Bias
93,0.06214802799549746,0.4145199734808189,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
94,0.20277885938506873,0.42748719640686655,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
95,0.10136879967431323,0.4264139767741209,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
96,0.1203345973883545,0.4088302019648362,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
97,0.05638939209456173,0.3968074758528366,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
98,-0.0037876028400630757,0.4340546057174015,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
99,0.17855075166970807,0.4635318283736408,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
100,0.126960813803359,0.4337615353134149,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
101,0.2262182271646015,0.44744013323924137,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
102,0.05897497535345442,0.41959588767937017,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
103,0.11025702752922323,0.44103772466418034,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
104,-0.02279143761919078,0.45444839497916234,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
105,0.06529635930675992,0.4288899824892305,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
106,0.04267277575992923,0.4109847849389583,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
107,-0.041156124429901464,0.428664303263426,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
108,0.16602344625404414,0.452586587694923,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
109,0.07455555730036267,0.45534499484087493,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
110,0.11469556388158386,0.4069031843666956,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
111,0.11084374025646271,0.44283239004427255,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
112,0.1027793847897327,0.4565050269036903,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
113,-0.03381842152595549,0.4304846072514793,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
114,-0.0016762919218996641,0.39842083846451165,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
115,0.05140667173048308,0.3979341253471521,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
116,0.008417061103599188,0.4018502552060841,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
117,0.012176577740026118,0.44450342871359244,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
118,0.03798783010976148,0.4319087259937834,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
119,0.04525243406973534,0.4308392610462315,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
120,0.19650207582782397,0.4140789068071751,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
121,0.20771592864837085,0.46913039512109533,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
122,0.008048544225155108,0.40242354772351735,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
123,0.04775705147287468,0.42662076365498236,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
124,0.020594982995662092,0.4298554155555382,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
125,0.06793333534375134,0.4067613757827879,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
126,0.12785486358877662,0.4462327137353226,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
127,0.08158244607357679,0.43488148052989767,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
128,0.2008300068429526,0.42707364857211005,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
129,-0.007512911561071145,0.4366134486587104,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
130,0.1553809161612958,0.43043224531242413,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
131,0.08618895916735836,0.42210765126664596,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
132,0.0880981893307945,0.4378718120840728,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
133,0.04783387751086443,0.4895931941621124,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
134,0.058652976493327014,0.4183012131993986,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
135,-0.0651287736079954,0.44516334188690143,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
136,0.08093698098401453,0.41917025174236094,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
137,0.19591755400667138,0.439332764129592,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
138,0.08788762433228592,0.41657302425665743,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
139,0.10185091228600451,0.40870968966547305,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
140,0.04452683805986113,0.41278567764774876,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
141,0.01533745517587004,0.4151944790101945,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
142,0.08805253998509155,0.43968115019433174,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
143,0.03338324625375566,0.43694634767364526,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
144,0.04207462555342467,0.42849726144573086,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
145,0.07503774517478412,0.415009646159726,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
146,0.13542262283719325,0.47078803459155505,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
147,0.026422180893407532,0.4176155267386825,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
148,0.07285464292735466,0.42813482695579164,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
149,0.08361761060716433,0.4132041844563611,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
150,0.010789685495572687,0.41884819065528267,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
151,0.019651147981875283,0.41948265117441785,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
152,0.05575294977262196,0.41953144839254985,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
153,0.0867053506559981,0.41324088858860036,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
154,0.08878099911176729,0.39320296618275724,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
155,0.2080064723181692,0.4396342711911543,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
156,0.05503826525557898,0.3992012398671907,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
157,-0.0009020006405516812,0.38887302446852223,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
158,0.04815951651590111,0.44724798861218384,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
159,0.03284230684022016,0.43980313158438283,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
160,0.08596204687080033,0.4144436485879766,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
161,0.08441293385707405,0.402877338210742,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
162,0.1275293442958077,0.4281834100627443,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
163,-0.023322836084146648,0.41378130452164397,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
164,-0.0030352867377230197,0.4032541806657457,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
165,0.05142503473822968,0.4543729679011824,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
166,-0.057138553239575396,0.4268535087376605,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
167,0.05896472397963026,0.4572666449382251,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
168,-0.09443248487142225,0.4150227141335402,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
169,0.08108205287147707,0.4221143664849145,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
170,0.1667929826540993,0.47697093353603165,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
171,0.05426648827811331,0.42043552143830065,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
172,-0.0817790747573422,0.4050810765606817,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
173,0.045984822433617345,0.39696262855498,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
174,0.058320692709501354,0.4397617322317264,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
175,0.0104471202060189,0.39276083935611095,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
176,0.09569772303193641,0.4493586378542104,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
177,0.05257315876511004,0.4047565404982755,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
178,0.15870819563235355,0.42548460198713234,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
179,0.08655003702680919,0.3848742179094742,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
180,0.1786764515855095,0.43118655289260144,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
181,-0.10546297348248046,0.42508882986934615,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
182,0.12332573129266405,0.44660634985977865,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
183,0.14157112012003742,0.4185692446063919,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
184,0.09991208662403861,0.461220201900656,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
185,-0.03252282835353093,0.4088432991519281,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
186,0.03939768052321535,0.40892423194494565,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
187,-0.06924345262785359,0.40708957786689715,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
188,0.08656148030148247,0.4304700426687138,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
189,-0.040335178626600854,0.41568361116932584,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
190,-0.05260226680626545,0.43864446303025406,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
191,-0.00874467468720308,0.4042667251344591,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
192,-0.02968631769522123,0.4402885763309686,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
193,-0.13449881453558227,0.4343912054809599,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
194,0.09299284071983815,0.4173510590246977,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
195,0.07649120477676596,0.42969551910031256,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
196,0.007443385219033649,0.41082888123943695,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
197,-0.05172993181993779,0.4593195110178786,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
198,0.18304786848876697,0.4481123513862788,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
199,0.07364939111924806,0.4145905129988001,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
200,0.09504719120624039,0.40437995834823637,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
201,0.02517146519956004,0.4205997748243645,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
202,0.13486393169962924,0.4430848470851082,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
203,0.1492620654458448,0.4109912262084605,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
204,0.09579087126849595,0.44331984714305933,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
205,-0.09331865929104682,0.4069574423500026,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
206,0.04084005727100559,0.4612989993396119,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
207,-0.05551350569533886,0.41848867504574894,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
208,0.04255155005924105,0.463056043889518,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
209,0.029835967576407163,0.4214847194584553,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
210,0.1335997302143705,0.43645980087131264,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
211,0.025371392842514107,0.4411456798376482,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
212,0.17689573059824848,0.4391299289075493,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
213,0.15603395819437954,0.41385621338382533,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
214,0.024555251497306307,0.43023667489166084,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
215,-0.03563716564398667,0.4165102141358087,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
216,-0.009687350681247375,0.4030609639758693,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
217,0.13859217902237064,0.46080081757690927,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
218,0.18963503129018783,0.4694892537779479,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
219,0.08779368703221957,0.4181436488621583,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
220,-0.006673442109471739,0.4161490830579006,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
221,0.07791662274842304,0.4010544740004274,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
222,0.07874306978547085,0.43332357584018993,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
223,0.10687242014909099,0.40722898626886844,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
224,0.0801808872519959,0.4512799181700064,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
225,0.0815673904499511,0.4509359523434255,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
226,0.10244250841001729,0.3958618135463492,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
227,0.037830295324620455,0.4241820152529846,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
228,0.22079271942708445,0.4277048399689019,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
229,0.035060789224193756,0.3956717595210476,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
230,0.0500485264654994,0.44190809544202636,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
231,0.04250955763198805,0.42449358488129924,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
232,0.10000390102401868,0.4400372034457891,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
233,0.05513733059458792,0.3843098352084237,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
234,0.08701868421462183,0.4333688945435476,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
235,0.044634752012321255,0.4228914399227487,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
236,0.06443306966165785,0.4372700363670192,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
237,-0.00664645210471837,0.4101583153374996,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
238,0.12257239766712158,0.4705677960331868,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
239,0.009332082691473564,0.4344501302073364,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
240,0.049593363693900105,0.40649079495839124,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
241,0.14050147953224046,0.4318970908902898,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
242,-0.0012292917614847854,0.40519124526537065,500,1000,3,0.5,0.008938829626861766,0.0011975102366380565,Positive Bias
