,debias_point,debias_var,dim,dim_var,undebias_point,J,Q,K
21,0.10195510472301245,1.970798277151324,0.07270051559517343,0.2624328954877175,0.07535104636660361,50,1000,5
22,-0.09808081706698124,1.5114118909345347,-0.4311701454536361,0.22848987173032081,-0.008723872038396382,50,1000,5
23,0.02765095497960852,1.7068751582102766,-0.09730552599034548,0.2152544626436087,-0.05339949920519371,50,1000,5
24,-0.0756730559174593,1.805626725835606,0.3374561499397486,0.2613278794377902,-0.07054310240742673,50,1000,5
25,-0.04832750866829974,1.653591235660833,0.2507205432949169,0.2635039827437724,-0.024358778230230013,50,1000,5
26,-0.1888255313053527,1.7165996468315408,0.4505124397584348,0.24952940052585346,-0.14342981543010813,50,1000,5
27,0.02611180877083995,1.8952138419638014,0.10847179324704292,0.24496765470398052,0.017851757240549618,50,1000,5
28,-0.008073615180691584,1.9109683728786275,-0.4498860823099955,0.24177426598499804,0.03819705330044354,50,1000,5
29,0.10103823626757485,1.8554120265668301,0.32171716961235264,0.24338835121874944,-0.0399851336967344,50,1000,5
30,0.08549705378776169,1.8337818704811408,-0.11494982726325409,0.2536822847359385,0.03488161325065369,50,1000,5
31,0.16739579318203002,2.1405132915622476,0.09096294314762732,0.21408307915389632,0.08411041401536352,50,1000,5
32,0.0859395944020307,1.9264191203457537,0.12619050376522134,0.24084189724728441,-0.015782911208948022,50,1000,5
33,0.003466077764136844,1.7931032962980558,0.014388829883839271,0.26788324658111945,0.022868859689628585,50,1000,5
34,-0.005878503052724468,1.6774183203675488,-0.06479115355637433,0.2633835761746912,-0.0131415055950888,50,1000,5
35,0.16604164301121407,2.2838325312408014,-0.19254922351589343,0.2992397233617682,0.028073123588667714,50,1000,5
36,0.010144259204529082,1.9377665638690285,0.09700853005813048,0.24584801473410955,-0.02042008669431583,50,1000,5
37,-0.10632438485747504,1.803474956733749,0.07837101977798389,0.3037126585764638,-0.06338781129832227,50,1000,5
38,-0.017765234158360215,2.1250205729976663,0.27076278902701834,0.23408655105020573,-0.03819297349327701,50,1000,5
39,-0.07445705017823746,1.4672190458033825,-0.058411337925206475,0.2997572239873292,-0.10143386767916579,50,1000,5
40,0.043465997124743506,2.265990750262182,-0.17914497728284484,0.26475435518133345,0.06045651272578565,50,1000,5
41,-0.0007347755715415594,1.7289720576950784,0.29136136722060746,0.23659927092927738,-0.038973671744830206,50,1000,5
42,0.06087555938043971,2.2190956185740593,-0.15486367025392456,0.25903999897334545,0.037812619018372746,50,1000,5
43,0.19821395429955393,1.7835258341093774,-0.23813559152547192,0.24117558834165811,0.06154468664567169,50,1000,5
44,0.13620880495641888,2.033971624431295,0.030214221339401437,0.24240371910201358,0.03290076456816854,50,1000,5
45,-0.06431804182704673,1.848053455126338,0.03126876583838989,0.23691325557096943,0.05686602651239065,50,1000,5
46,-0.04421214801423865,1.916531124331307,0.050845942823600776,0.2088656821743236,-0.03926721377844085,50,1000,5
47,0.07504609586084837,2.004491622479842,-0.021676077851961573,0.2580061334885415,0.034828157754086236,50,1000,5
48,0.10137334585258106,2.082516426523907,-0.0934367087981447,0.23056636603958813,0.034011811500593125,50,1000,5
49,0.07481613520441832,2.080348229522907,0.22365201112961897,0.23350032327915454,0.05588922577816244,50,1000,5
50,0.13804020019912724,1.9130890686351572,0.12442285470937886,0.2573378607000317,0.051971509551116256,50,1000,5
51,0.01761191916025859,2.1688936844019953,0.18024849194874015,0.30901138723117344,-0.005192038233794179,50,1000,5
52,0.07413026976533367,1.619562838707326,-0.17279804050144731,0.21780084481847758,0.010331461046866842,50,1000,5
53,-0.04303062744617069,2.097469503325771,0.2497487937043914,0.23698651147772257,-0.03528033297001761,50,1000,5
54,-0.057430125858119574,1.7886909336573034,-0.047281232591360745,0.22400538152325966,-0.007720294833083803,50,1000,5
55,-0.07158940058746577,1.7657307072036472,0.29094008021372764,0.21493397023283528,-0.025294989121327785,50,1000,5
56,-0.008833968935363421,1.5934795266564064,0.39864476106485647,0.2482947562108309,-0.0068702246408828506,50,1000,5
57,-0.04967294514798177,2.331590836815457,0.2171434938195631,0.23158654730517766,-0.03803377998832272,50,1000,5
58,0.03207136884991107,1.8681007452042147,-0.1049589009648253,0.25952040880437627,0.04618920212726731,50,1000,5
59,0.04380230184376795,2.0097135125019117,0.4277998748746241,0.2631095219161841,-0.02566455915346892,50,1000,5
60,0.10397978019095755,1.7859077678623376,0.4054349866500382,0.2465760453065975,0.030645033974828817,50,1000,5
61,-0.05584399050027373,2.019905891361063,-0.09337574603970378,0.24405734848704927,-0.022090517915997324,50,1000,5
62,0.0542961178179918,1.9842432901718006,0.19787961667111054,0.25299092283800706,-0.009560809127010466,50,1000,5
63,-0.027401689822935362,1.679991795846648,-0.24676054889470667,0.2722388012549419,-0.05928130995282565,50,1000,5
64,-0.03763293296481817,1.7176483350947276,-0.051336871431044706,0.26693797734990815,-0.01167937170968746,50,1000,5
65,0.09659429431504522,1.9844496925000046,-0.44962421215679527,0.23726325407556223,0.06549053490086763,50,1000,5
66,0.08693894845224703,2.114694830015907,-0.2861731245731778,0.22571530509061302,0.009486997669212025,50,1000,5
67,0.011356835275076102,2.1536922994983927,-0.016045499461871504,0.4205115554357994,0.051479567301386,50,1000,5
68,0.00043396252342199165,1.717611614243596,0.2580880887918453,0.22562584344855435,-0.010785732646471022,50,1000,5
69,0.030901919848627685,1.906857178537106,-0.0944525570198973,0.23230933629327707,0.04646051335943622,50,1000,5
70,-0.11616440524604588,2.065796116209252,-0.46999991901667126,0.2661404502193623,0.03686763884048432,50,1000,5
71,0.049966694483134615,1.8115646981819427,-0.03015561625823393,0.21680053701589785,0.04034137511530717,50,1000,5
72,0.0917161014254209,2.0426975040301203,0.0904822781139707,0.22428172432225005,0.013942938529660545,50,1000,5
73,-0.024342572512206968,1.6508107544960875,-0.35903357303620664,0.22573745062257533,-0.03278344308730532,50,1000,5
74,0.07626931244016867,1.8449789408575468,0.13318824744800883,0.2371324439063744,0.030973462280840396,50,1000,5
75,0.10294237787923684,1.7829471918817914,-0.017741471115824137,0.2513254331223985,-0.013565367773755754,50,1000,5
76,-0.046688593463996085,2.218668074101472,-0.4143650500632683,0.24000356310175683,0.02111572918136038,50,1000,5
77,-0.033567388677307415,1.7938660459165716,-0.025072816394416275,0.24116303036872244,0.02402847331446283,50,1000,5
78,0.1010622718863717,2.021905947861833,0.5483462072163587,0.2181234620522651,0.043181250920107224,50,1000,5
79,-0.008029802994026164,2.2281645304529403,-0.012245232306210774,0.21549122259875897,-0.013025096806176037,50,1000,5
80,0.011818812714240332,1.9293296463774847,-0.02091490809657115,0.2519447617209734,0.008223122463512159,50,1000,5
81,0.01664022111659381,1.960263662429983,-0.11364606818577272,0.25766358860757343,0.0387673096366634,50,1000,5
82,-0.024569784591797494,2.1939537175678954,-0.06174973735309397,0.25181862996413723,-0.021843757209591697,50,1000,5
83,-0.11648123753153106,1.4505243004765442,0.20951239535518518,0.2796012853110398,-0.09294829643369151,50,1000,5
84,0.007551861314803963,1.7341105393743357,0.21774276485938593,0.23944320529685076,0.016557492164785192,50,1000,5
85,-0.04511548301538987,1.6458484523960921,-0.41543319763493924,0.22939419676673314,-0.11655795872433543,50,1000,5
86,-0.05799057475840055,2.139635329066848,-0.04824226526092845,0.24789613224539161,0.029027324138020654,50,1000,5
87,-0.007538875767891632,1.6358480489386373,-0.005112174315774265,0.21058239405434795,0.0036141499744356785,50,1000,5
88,-0.020475001824855624,1.9656137455166294,0.21189458635348313,0.27785560009124316,0.034894241083091145,50,1000,5
89,0.01130570363655378,1.7007456248703812,-0.10718405405755638,0.24176492407348274,0.08144263412994614,50,1000,5
90,-0.13433530966670676,1.9360475954122758,-0.3368153606812725,0.26881453134057715,-0.03639841177391794,50,1000,5
91,0.0020238468783881545,1.8451975286441784,-0.10453428918845642,0.2839628003477101,0.01928516627925855,50,1000,5
92,0.0037652612070189586,1.601344502204463,-0.11399806184895,0.2443646778248097,-0.007870190425638903,50,1000,5
93,-0.03663883618273797,1.6649348980570473,-0.01953585244542877,0.2352936239497044,-0.07212266762367199,50,1000,5
94,-0.024715107231338785,1.9077341941234027,0.12636565425118285,0.23273035157809382,0.01850451811209405,50,1000,5
95,0.016767715415817525,1.4743064511101631,0.051069674966425005,0.21854706115575168,-0.026130249708558578,50,1000,5
96,0.017496544656299923,2.0823831864688795,0.6288203657113658,0.28453475742991546,-0.020214932809634687,50,1000,5
97,-0.005674339257755692,1.8207727829233324,-0.021632959028025756,0.23167528951371155,-0.03463922758384332,50,1000,5
98,0.05209144098532333,1.6654300065630305,-0.23367087716458457,0.25316565120065493,0.008020985020884436,50,1000,5
99,0.12489465701220326,2.381843867196133,0.1294766000729668,0.28223229806945965,0.015300953686104754,50,1000,5
